id,classe,subclasse,desempenho,peso_classe,peso_subclasse,peso_por_questao
1,Matemática,Proporcionalidade direta e indireta,-0.2784812093336595,1.0,0.145691,213.0
2,Matemática,Estatística,0.10330466791227258,1.0,0.127907,187.0
3,Matemática,Geometria plana,0.608675467640647,1.0,0.075239,110.0
4,Matemática,Geometria espacial,-0.05238899371928719,1.0,0.064979,95.0
5,Matemática,Probabilidade,-0.24940925064477812,1.0,0.05472,80.0
6,Matemática,Funções,-0.28162227763470243,1.0,0.051984,76.0
7,Matemática,Razão,-0.21736457594673594,1.0,0.038988,57.0
8,Matemática,Volume,0.8610756829035829,1.0,0.038304,56.0
9,Matemática,Análise combinatória,0.42172675009927224,1.0,0.036936,54.0
10,Matemática,Matemática financeira,-0.1806425393164998,1.0,0.032832,48.0
11,Matemática,Unidades de medida,-0.6749876732651886,1.0,0.032148,47.0
12,Matemática,Equações,1.0,1.0,0.03078,45.0
13,Matemática,Geometria analítica,-0.2003580500333591,1.0,0.025992,38.0
14,Matemática,Números racionais,0.6279983931137872,1.0,0.023256,34.0
15,Matemática,Áreas de figuras planas,-0.40962596949724145,1.0,0.0171,25.0
16,Física,Calorimetria,-0.6625732994083182,1.0,0.077088,36.0
17,Física,Circuitos elétricos,0.4880753397260337,1.0,0.068522,32.0
18,Física,Termodinâmica,0.20966501499119616,1.0,0.051392,24.0
19,Física,Forças e movimento,-0.24569990808428052,1.0,0.049251,23.0
20,Física,Consumo de energia elétrica,-0.5214645220961832,1.0,0.036403,17.0
21,Física,Reflexão e refração,0.5679689551049362,1.0,0.029979,14.0
22,Física,"Trabalho, energia e os teoremas",0.4120242181204619,1.0,0.027837,13.0
23,Física,Propriedades físicas do som,0.8681092714775206,1.0,0.027837,13.0
24,Física,Aplicações das propriedades das ondas,0.5914512724802665,1.0,0.023555,11.0
25,Física,"Lançamento vertical, horizontal e oblíquo",0.12234928765758223,1.0,0.023555,11.0
26,Física,Movimento uniforme,-0.20967704070982898,1.0,0.019272,9.0
27,Física,Fenômenos sonoros,0.7770654781734306,1.0,0.019272,9.0
28,Física,Qualidades fisiológicas do som,0.28226574222541284,1.0,0.019272,9.0
29,Química,Funções orgânicas,-0.862116456208794,1.0,0.059932,35.0
30,Química,Reações orgânicas,0.8055314080601091,1.0,0.046233,27.0
31,Química,Aplicações da cinética química,-0.4346394123273846,1.0,0.041096,24.0
32,Química,Pilhas,-0.16142217732266625,1.0,0.032534,19.0
33,Química,Processos de separação de misturas,-0.10133846264771236,1.0,0.032534,19.0
34,Química,Concentração de soluções,-0.10882868971047929,1.0,0.02911,17.0
