id,classe,subclasse,desempenho,peso_classe,peso_subclasse,peso_por_questao
1,Matemática,Proporcionalidade direta e indireta,-0.5432231865707055,1.0,0.145691,213.0
2,Matemática,Estatística,-0.4480325631592247,1.0,0.127907,187.0
3,Matemática,Geometria plana,-0.15314968670094484,1.0,0.075239,110.0
4,Matemática,Geometria espacial,-0.669966830098596,1.0,0.064979,95.0
5,Matemática,Probabilidade,-0.6032927922498426,1.0,0.05472,80.0
6,Matemática,Funções,-0.32086340677216996,1.0,0.051984,76.0
7,Matemática,Razão,0.6539728172639906,1.0,0.038988,57.0
8,Matemática,Volume,0.9227302139589968,1.0,0.038304,56.0
9,Matemática,Análise combinatória,0.4145574741204468,1.0,0.036936,54.0
10,Matemática,Matemática financeira,-0.011649407363189819,1.0,0.032832,48.0
11,Matemática,Unidades de medida,-0.10428197669719301,1.0,0.032148,47.0
12,Matemática,Equações,-0.45830987478583385,1.0,0.03078,45.0
13,Matemática,Geometria analítica,-0.5373712920106779,1.0,0.025992,38.0
14,Matemática,Números racionais,-0.043071744968051814,1.0,0.023256,34.0
15,Matemática,Áreas de figuras planas,0.5879192684597524,1.0,0.0171,25.0
16,Física,Calorimetria,-0.8175458664943535,1.0,0.077088,36.0
17,Física,Circuitos elétricos,0.6140969989468735,1.0,0.068522,32.0
18,Física,Termodinâmica,0.5381931264211276,1.0,0.051392,24.0
19,Física,Forças e movimento,0.1973864332685482,1.0,0.049251,23.0
20,Física,Consumo de energia elétrica,-0.19385040957232924,1.0,0.036403,17.0
21,Física,Reflexão e refração,0.29420087787838173,1.0,0.029979,14.0
22,Física,"Trabalho, energia e os teoremas",-0.7166494082392267,1.0,0.027837,13.0
23,Física,Propriedades físicas do som,-0.16178733985129076,1.0,0.027837,13.0
24,Física,Aplicações das propriedades das ondas,0.626492344773029,1.0,0.023555,11.0
25,Física,"Lançamento vertical, horizontal e oblíquo",-0.36537129334900054,1.0,0.023555,11.0
26,Física,Movimento uniforme,0.7142425366399845,1.0,0.019272,9.0
27,Física,Fenômenos sonoros,0.4723269461174051,1.0,0.019272,9.0
28,Física,Qualidades fisiológicas do som,-0.13200139029965946,1.0,0.019272,9.0
29,Química,Funções orgânicas,-0.08160665119629248,1.0,0.059932,35.0
30,Química,Reações orgânicas,-0.48205363661204376,1.0,0.046233,27.0
31,Química,Aplicações da cinética química,-0.17132366717227634,1.0,0.041096,24.0
32,Química,Pilhas,0.024452018662135908,1.0,0.032534,19.0
33,Química,Processos de separação de misturas,-0.24981599275377894,1.0,0.032534,19.0
34,Química,Concentração de soluções,-1.0,1.0,0.02911,17.0
35,Química,Controle de poluição,0.15491843247432552,1.0,0.02911,17.0
36,Química,Tecnologias ambientais,-0.7948256391189487,1.0,0.02911,17.0
37,Química,Poluição da água,0.3647272959102513,1.0,0.025685,15.0
38,Química,Tipos de reações químicas,-0.053950623697458504,1.0,0.025685,15.0
39,Química,Estrutura atômica,-0.3250857448578185,1.0,0.023973,14.0
40,Química,Entalpia das reações,-0.8465282537719587,1.0,0.023973,14.0
41,Química,Termoquímica,-0.18423702239540066,1.0,0.02226,13.0
42,Biologia,Desequilíbrio em ecossistemas,-0.7951858566824381,1.0,0.115672,62.0
43,Biologia,Doenças causadas por vírus (viroses),0.7402529248992046,1.0,0.04291,23.0
44,Biologia,DNA – material genético e genética do funcionamento dos genes,0.23722010026620763,1.0,0.041045,22.0
45,Biologia,Ciclos biogeoquímicos,0.4569319064507572,1.0,0.031716,17.0
46,Biologia,Bioquímica,0.4802351260136663,1.0,0.031716,17.0
47,Biologia,Biologia celular,0.04227128553395615,1.0,0.031716,17.0
48,Biologia,Reações ecológicas,0.8586154679250263,1.0,0.029851,16.0
49,Biologia,Cadeias e teias alimentares,0.42594635893447275,1.0,0.027985,15.0
50,Biologia,Doenças causadas por protozoários (protozooses),-0.3774426561593683,1.0,0.024254,13.0
51,História,Brasil Colonial,-1.0,1.0,0.089641,45.0
52,História,Primeira República,0.05461934643323095,1.0,0.061753,31.0
53,História,Era Vargas,-0.225079056824026,1.0,0.051793,26.0
54,História,História Pública,-0.20648622336135747,1.0,0.043825,22.0
55,História,Ditadura Civil-Militar no Brasil,0.1594918792044234,1.0,0.041833,21.0
56,História,Brasil Império: Segundo Reinado,-0.27055397721134694,1.0,0.041833,21.0
57,História,Civilizações da Antiguidade Clássica,0.4743332384133539,1.0,0.025896,13.0
58,História,Revolução Industrial,0.07571752154110319,1.0,0.025896,13.0
59,História,Abolição da escravidão,0.03845121768906563,1.0,0.023904,12.0
60,História,Absolutismo monárquico,-0.02970019692230327,1.0,0.017928,9.0
61,História,República Nova,-0.035069349945459675,1.0,0.017928,9.0
62,História,Trabalho escravo,-0.283074524580631,1.0,0.017928,9.0
63,Geografia,Urbanização,0.15550268200256967,1.0,0.067901,33.0
64,Geografia,Agropecuária,0.3621044033404161,1.0,0.065844,32.0
65,Geografia,Desenvolvimento econômico,0.25822501397334385,1.0,0.049383,24.0
66,Geografia,Ruralidade,0.5130153414739022,1.0,0.047325,23.0
67,Geografia,Geopolítica e relações internacionais,0.26007630297486095,1.0,0.041152,20.0
68,Geografia,Geomorfologia,-0.43491927312356,1.0,0.039095,19.0
69,Geografia,Migrações,0.7502825720682357,1.0,0.039095,19.0
70,Português,Competência leitora,0.5832360746178719,1.0,0.4395,563.0
71,Português,Apreensão de sentido,0.2459572417409036,1.0,0.106167,136.0
72,Inglês,Definição/interpretação de estruturas linguísticas e aspectos discursivos em textos,-0.36613110890928247,1.0,0.424242,56.0
73,Espanhol,Apreensão de sentido,0.34015305170403487,1.0,0.46087,53.0
74,Arte,Idade Contemporânea / papel social da arte,0.2544984240686697,1.0,0.272727,6.0
75,Educação Física,"Conceituação de jogos, brincadeiras e esporte",-0.41876811202329106,1.0,0.176471,3.0
76,Filosofia,Filosofia política,0.32382242944017664,1.0,0.111732,20.0
77,Sociologia,"Direito, cidadania e movimentos sociais",0.006269735175355643,1.0,0.20614,47.0
